  0.0000000000000000e+00   8.1284656028354249e-06   4.0738877625956737e-07   4.6879896577896985e-07   3.5908279775314888e-06   8.1284402231612563e-06   4.0738655801551378e-07   4.6879830577472916e-07   3.5906918399884298e-06   1.8135120922319915e-07   6.3130706850698674e-09   8.1541717775767354e-10   1.2658707824568888e-09   1.3984970614817737e-09   1.1660457256395479e-09   9.7141429060223768e-10   1.6078712397450064e-09   1.4042866888753039e-09   1.6103900356663597e-09   3.6307578453409066e-09   2.8154564534134793e-09   3.2505996221401482e-09   4.4609785238380995e-09   7.8403551360625817e-09   5.3696359285594943e-09   1.1501058752227422e-08   8.2910979339953094e-09   1.0124434704713646e-08   6.0172906263467317e-09   6.7972365555193111e-09   1.6717448348006773e-08   1.2049368081188954e-08   1.9067318615281318e-08   1.1058218408893744e-08   1.5612750291653080e-08   1.2176221895401639e-08   3.2192747889385493e-08   1.5733143401219339e-08   1.4505051700848408e-08   2.9632527578122604e-08   2.8822438831898555e-08   2.4937456079388716e-08   2.3763514135572475e-08   3.4197422989904424e-08   6.6183941433119593e-06   5.7766025946432871e-05   1.3536475600543107e-04   4.2647997947199050e-04   6.6185369705478079e-06   5.7766039169986701e-05   1.3536481196094009e-04   4.2648008703656396e-04   3.7773349555132140e-06   1.5881280163200821e-05   5.5106256382229117e-05   1.2429919820573062e-05   3.0800075938236544e-05   4.2484344577258371e-05   1.2408381398532245e-05   1.2495907199317496e-05   3.7843849045019763e-06   1.5886752610767537e-05   5.5106257242811556e-05   1.2423702445867111e-05   3.0827688933732933e-05   4.2511015022981143e-05   1.2377886475920951e-05   1.2524019205230743e-05
  5.0000000000000000e-01   3.4616283073779435e-06   6.0997410355952203e-06   7.9597721749771623e-06   3.5233643728649276e-05   3.4616224426497762e-06   6.0997386753476554e-06   7.9597695360941503e-06   3.5229685995934995e-05   1.2261318245583561e-04   8.7680379646974009e-08   7.8014551131632952e-10   1.4433041407577150e-09   1.4453604210457392e-09   1.3284496282048139e-09   1.0146935401336050e-09   1.0546055894391502e-09   1.2204295675539763e-09   1.5771686856808930e-09   3.5751631629296544e-09   2.5299536668776508e-09   3.3419880576224521e-09   3.1958669383622176e-09   5.2704916456757071e-09   3.7372061094554422e-09   4.0676863642846628e-09   3.6414812189486367e-09   4.2543787294086468e-09   4.7978832251549439e-09   5.6725509984448563e-09   9.0288563014837154e-09   7.4449536711832360e-09   1.1389232880117391e-08   1.1798418935724871e-08   1.0420788352431927e-08   1.3234644710209588e-08   1.9128881016982191e-08   1.3186336439463529e-08   1.1345547985152794e-08   1.2850350797107411e-08   1.5112195628866710e-08   1.6022997181378106e-08   2.1622171844254009e-08   6.2961511598258713e-08   2.3268637027275861e-05   2.3320035110092671e-04   4.5911225783315090e-04   1.2634134362830623e-03   2.3291427109382520e-05   2.3319559258575125e-04   4.5911222733777623e-04   1.2634130604864328e-03   5.7176447463299428e-05   4.2586810207494955e-05   1.2815828964402774e-04   8.7098557353574479e-05   1.5003693283310214e-05   4.8982071120062123e-05   2.4805264852402112e-05   1.5162992228791712e-04   5.7571628091091576e-05   4.2627346536479725e-05   1.2815811339890977e-04   8.7158852735862521e-05   1.5026624338293629e-05   4.8990839645437065e-05   2.4746116019443401e-05   1.5245435765986318e-04
  1.0000000000000000e+00   3.4866995350659874e-06   4.1306418381433360e-06   8.5724293073609148e-06   1.0131350522261996e-04   3.4866931872888344e-06   4.1306394754657860e-06   8.5724165017920807e-06   1.0131353851725451e-04   9.6210027241418298e-05   3.3124027100522876e-07   1.4054775645461185e-08   1.8131213372495848e-09   1.8169919709851680e-09   1.6831984462370829e-09   1.1988301061504958e-09   1.0982945843928292e-09   1.5353350425425115e-09   1.9852187142789595e-09   2.8825503501865642e-09   2.7206538099647831e-09   3.3835668741689866e-09   4.1837237799923415e-09   3.4848742091756969e-09   3.9526860183995118e-09   4.3403316451754560e-09   6.0872611961127754e-09   5.5638625929960800e-09   6.8420427855965420e-09   6.9026255518910668e-09   6.2494874800021958e-09   8.4671502566095302e-09   9.3063521171796716e-09   1.0465215770136562e-08   1.2023958988960809e-08   1.1605652514097920e-08   1.1631946912284328e-08   1.0831494065023435e-08   1.9018838750445758e-08   1.3356625175174627e-08   1.7312097650675233e-08   1.7731099464961763e-08   1.8845024113152748e-08   4.7381375493063451e-07   4.3880133296569630e-05   2.2250928873791381e-04   7.3609589925192507e-04   1.3994281973935896e-03   4.3883704963786951e-05   2.2253367189088857e-04   7.3609495963432715e-04   1.3994258846153856e-03   7.4398429294147527e-05   4.5353265004203712e-05   1.6246341254460604e-04   9.1069334814812070e-05   9.3235398745692038e-06   4.1773434819290059e-05   3.2961753136940967e-05   1.6454255626053730e-04   7.4945560186771083e-05   4.5272715789380963e-05   1.6246664861905446e-04   9.1924445453873477e-05   9.3168265883383073e-06   4.1779412683554363e-05   3.2980222130387671e-05   1.6422844199674320e-04
  1.5000000000000000e+00   3.3211599089615195e-06   2.8630225758956927e-06   7.2591885247738190e-06   6.4717536411162773e-05   3.3211522595629904e-06   2.8630197312480020e-06   7.2591734962881524e-06   6.4716891338474826e-05   4.9160955128881283e-05   3.7884457653812638e-06   5.3125718531293970e-08   2.3077907363693979e-09   2.2964162938832139e-09   2.1316192222735439e-09   1.6411770545309867e-09   1.4886146000642898e-09   1.6941001138066486e-09   2.6384872732858618e-09   3.1676198946597110e-09   3.3622558740029027e-09   3.9289784453843973e-09   4.6049888224143491e-09   4.4320920286785842e-09   5.6350515100888576e-09   4.8865581065422144e-09   5.8423904886172568e-09   7.1455570092805936e-09   6.9168157715212882e-09   7.0129278264566992e-09   6.8654069830192927e-09   9.8113682081851747e-09   1.0290057823940670e-08   1.1542260084610972e-08   1.4617572386867954e-08   1.5063335949801501e-08   1.2500886622394951e-08   1.3604363891112992e-08   1.7110432043771415e-08   1.9179325966601429e-08   1.9248817697286602e-08   1.5978279105000810e-08   2.3463239157395153e-08   2.6688134866242459e-07   5.8757206391831035e-05   2.1205071102871668e-04   8.5214514860987647e-04   1.4228972694002749e-03   5.8725540821490372e-05   2.1196789597917819e-04   8.5214472523773737e-04   1.4228920722104527e-03   8.9800390027276861e-05   8.0329034834143080e-05   2.4957550777577600e-04   1.9493545997484015e-04   9.9674502300767022e-06   4.0292301068167013e-05   4.4599346712629619e-05   1.6220363966320967e-04   9.0335762899365244e-05   8.0442573866041736e-05   2.4938210047786808e-04   1.9661627701425416e-04   9.9821708198592311e-06   4.0302553677148341e-05   4.4531200445241769e-05   1.6386570316995110e-04
  2.0000000000000000e+00   3.6457125846797469e-06   3.2533959190430684e-06   7.2284622330280817e-06   7.7684278810215824e-05   3.6457082076684262e-06   3.2533977073147755e-06   7.2284007386048129e-06   7.7681571774456954e-05   6.3521404131746070e-05   9.6864450643656702e-06   7.5529278591454510e-08   2.8114626763093572e-09   2.8194515667161910e-09   2.6060942169344585e-09   1.8077399023923746e-09   1.5852121485443971e-09   2.0838810129459427e-09   3.2933214547496508e-09   3.7871227897436541e-09   4.0600868043051260e-09   4.6010255850424917e-09   5.0606490636997120e-09   5.1587544839828175e-09   5.7799586174263748e-09   5.7452870460692940e-09   6.7258809340020956e-09   9.4111291367512182e-09   7.2587050343005993e-09   7.8797954171477000e-09   7.1445059017586589e-09   1.0574819137424563e-08   9.9435755192580351e-09   1.1532035882393896e-08   1.4117023637280566e-08   1.6314460451162680e-08   1.3855618649499084e-08   1.4074106297979732e-08   1.6020356017250618e-08   1.9428428749066054e-08   2.2412016916740084e-08   1.6640580644128652e-08   2.3641147002501633e-08   3.8968184439656134e-07   6.7387000095402822e-05   2.2445570515951892e-04   9.5839986071799121e-04   1.4191770468580211e-03   6.7325167095461813e-05   2.2437428298291564e-04   9.5839702917943984e-04   1.4191686352863209e-03   9.4966026724215124e-05   1.7791823059943126e-04   5.3605562136805056e-04   3.3589536431475594e-04   6.9095538285543014e-06   3.5028137463715904e-05   5.5729685526502617e-05   1.8168930819124587e-04   9.5148218705327846e-05   1.7789924907051023e-04   5.3565352930110455e-04   3.3688723743444506e-04   6.8979818616631150e-06   3.5030014961791200e-05   5.5806609427818547e-05   1.8295535685303383e-04
  2.5000000000000000e+00   4.7498497217256990e-06   3.3495730893638135e-06   7.5131325376831184e-06   3.2445211395900986e-05   4.7498452901762172e-06   3.3495744218271530e-06   7.5128621976768120e-06   3.2444753868759820e-05   8.9402071593362622e-05   4.7124999449477003e-06   9.7034830404603764e-08   4.3242186365808489e-09   3.3546179636125539e-09   3.1157343714766954e-09   2.1394412119353603e-09   1.6402232610740845e-09   2.3666578487953201e-09   3.5847020708593908e-09   4.4087479012770071e-09   4.7452033589752587e-09   5.5992498255878864e-09   6.0768155158232748e-09   6.0381818678501317e-09   6.5066620090092035e-09   6.0803887345056576e-09   6.7575013477518702e-09   1.0664981316675201e-08   8.3013817392032477e-09   9.3957729366981812e-09   8.5416857541522196e-09   1.0816011021674643e-08   1.1087470275662439e-08   1.2578014322524699e-08   1.7865965158776956e-08   1.7759435303586703e-08   1.6868732390690269e-08   1.6846789570725090e-08   1.6937536226742875e-08   2.1311364462728178e-08   2.7464169184189261e-08   1.9090187253018801e-08   2.6393601150520372e-08   7.3011973294356549e-07   1.6433376463920098e-04   2.8685608512645460e-04   1.0278831469433607e-03   1.4260071938942626e-03   1.6429815954771681e-04   2.8695159274495465e-04   1.0278794992303975e-03   1.4260169040616929e-03   1.0990284817883240e-04   2.7821034000446055e-04   7.5250079553217813e-04   3.7880773237562444e-04   2.1108952088110406e-05   3.6280981436205185e-05   6.0311727548850998e-05   2.2418699693316530e-04   1.1008134018233661e-04   2.7836024751208874e-04   7.5092273956617946e-04   3.7851460004822995e-04   2.1112427372743251e-05   3.6262365101331674e-05   6.0495412236468027e-05   2.2614861477329698e-04
  3.0000000000000000e+00   5.2141225259430755e-06   3.2692350727429192e-06   7.4026280830735135e-06   2.7323702446015481e-05   5.2141166307956013e-06   3.2692374888064258e-06   7.4028371950030019e-06   2.7298430831803503e-05   1.0045012667473747e-04   1.0997441135528691e-05   5.0825470006731166e-07   6.7526933380026874e-09   3.8861862866629541e-09   3.5844190125141516e-09   2.3963696923796631e-09   1.7085205134836792e-09   2.8592940387805076e-09   4.1157765392381289e-09   5.0605579173524041e-09   5.5418553008291976e-09   6.3349808532345068e-09   7.2222362585430884e-09   7.1707796721863268e-09   7.0762521007634357e-09   6.6274904761712695e-09   7.7324831961580119e-09   1.0787677629370510e-08   9.8836547617548033e-09   9.8170047403779971e-09   9.9371100575341705e-09   1.1521231732866507e-08   1.2830631410537827e-08   1.3463248112443964e-08   1.7472749994627436e-08   1.8481320780928631e-08   1.8697650796163875e-08   1.9761369705183184e-08   1.8460228236041660e-08   2.2187325953270592e-08   2.9427963292260075e-08   2.0688681882466286e-08   2.6050648629802037e-08   4.1948115670971255e-07   2.3177229380655473e-04   3.4796424633582802e-04   1.0840317801775363e-03   1.4136686952779620e-03   2.3161917259721519e-04   3.4803346423582744e-04   1.0840296086154844e-03   1.4136842182428473e-03   2.8174806096364430e-04   2.4663558509139361e-04   7.8144298817738424e-04   3.4840141179030289e-04   5.6445594052862910e-05   3.0643701183290261e-05   1.1225776854976566e-04   2.7909593342645330e-04   2.8281331438136526e-04   2.4802060671014642e-04   7.8262816484099670e-04   3.5017336783340329e-04   5.6494975551123233e-05   3.0664946857427083e-05   1.1259261127976542e-04   2.8026482929899781e-04
  3.5000000000000000e+00   5.1584045262528132e-06   3.3676618302421085e-06   7.5250880815823127e-06   4.9058202772640669e-05   5.1584006687313739e-06   3.3676524631070510e-06   7.5257656680513687e-06   4.9079859720375215e-05   1.0009601507407881e-04   7.2740074769812120e-06   5.9588972997400350e-07   4.3515550249567268e-09   4.4054981653418937e-09   4.0562251214680987e-09   2.7437481269975787e-09   1.8563208962590204e-09   3.2137116855577394e-09   4.6153813237615434e-09   5.6255845018103353e-09   6.1995047684562195e-09   7.1443197374848040e-09   8.1273478412934242e-09   8.0499942970499538e-09   7.4997810995932479e-09   7.6303324464790036e-09   8.1602195745481328e-09   1.0275888327208513e-08   1.0081649578490038e-08   1.0559169945065174e-08   9.8809520664654748e-09   1.1448901836294992e-08   1.1448149525965432e-08   1.5829907391449193e-08   1.6087003717502401e-08   1.9311940482799345e-08   2.2063674801618561e-08   2.2652114157854678e-08   1.8544726171013276e-08   2.5282932481007945e-08   3.2771095683584007e-08   2.2912068732870646e-08   2.8994566556834549e-08   2.8286343781009051e-07   4.7851210080830913e-04   3.6215245810871142e-04   1.1346700641646835e-03   1.3965435387652651e-03   4.7828441388793563e-04   3.6216506441018840e-04   1.1346626548252336e-03   1.3965439200728862e-03   4.7742640785410404e-04   2.3108669989088318e-04   7.7735334107621940e-04   3.0091493405061978e-04   7.1008170678143990e-05   5.5438786340870111e-05   1.7379284807418798e-04   3.0891890324746840e-04   4.7964332610202746e-04   2.2893169128222456e-04   7.7721952785607450e-04   2.9487974960797515e-04   7.0999155932676672e-05   5.5441224726973182e-05   1.7351106039890324e-04   3.1197800080898702e-04
  4.0000000000000000e+00   4.8236180218927032e-06   3.3826360471483731e-06   7.4723499378873854e-06   3.6475732490624381e-05   4.8236090531387868e-06   3.3826205391028159e-06   7.4718644464908619e-06   3.6493813315505287e-05   9.3691420875809703e-05   1.1237847086646029e-05   3.7498066447280708e-07   2.1658946198284866e-08   4.9071176010461345e-09   4.5197012994122319e-09   3.0639211225855395e-09   2.0800380626666146e-09   3.5815890752397855e-09   5.0850125079373501e-09   6.3573201245677875e-09   6.9944904388869563e-09   7.9799098807614618e-09   8.5026236373151093e-09   8.7906577341386579e-09   8.3749686034310265e-09   8.7363851092990023e-09   8.7488964385571064e-09   1.0718989491277111e-08   1.0591242018889710e-08   1.1473505524515040e-08   1.0057930835590079e-08   1.0604052391768294e-08   1.3895674682199071e-08   1.4911488593469879e-08   1.7280531586113329e-08   1.9392668118975810e-08   2.1021150923406895e-08   2.3514226234126472e-08   2.0953268401399704e-08   2.7889230369066545e-08   3.1697492107104465e-08   2.5069396715922807e-08   3.4019494223001726e-08   8.2025850169582076e-07   1.9063673034714249e-04   5.2154925421839184e-04   1.2063844052692398e-03   1.3775231420114582e-03   1.9062505944272349e-04   5.2157785040472489e-04   1.2063793643434871e-03   1.3775238121534212e-03   1.7166060415073654e-04   2.8665784874119907e-04   6.6838901388528661e-04   2.5777606787428294e-04   2.1596552973477668e-05   9.0742774422316496e-05   2.9325449952612989e-04   2.9351687198134359e-04   1.7159664093076415e-04   2.8800598770613479e-04   6.7654590744351418e-04   2.5870534802476403e-04   2.1604393743443430e-05   9.0656106905937954e-05   2.9329424958359987e-04   2.9709002512058347e-04
  4.5000000000000000e+00   4.3955405507505801e-06   3.4039960966507540e-06   7.3967689139154337e-06   4.4274854040105647e-05   4.3955300988504010e-06   3.4039893423287962e-06   7.3969455632270570e-06   4.4283595109654965e-05   9.3506501031687244e-05   5.1253631332858373e-06   1.1834129899503210e-06   4.0896181244431639e-08   5.3879391464737444e-09   4.9643144132503158e-09   3.3066816045996798e-09   2.1166267040453861e-09   4.1222803022992069e-09   5.5340274920650291e-09   6.9326335270609058e-09   7.6846098378626725e-09   8.7893192029411641e-09   9.1212758430667480e-09   9.6123253716255905e-09   9.5310125272180291e-09   9.8042904075375522e-09   9.6274796736330686e-09   1.0918447950232468e-08   1.1693607850154137e-08   1.1945841653847965e-08   1.1604998377372339e-08   1.1648815887365642e-08   1.3912314144328126e-08   1.4896630011600021e-08   1.6363328749128989e-08   1.9129090686863779e-08   2.1634642857685184e-08   2.2651632212985239e-08   2.2455601517812242e-08   2.8206102020146848e-08   3.1372963867878750e-08   2.7090445341596820e-08   2.7604199162683068e-08   8.1449614194703988e-07   2.6753493087250716e-04   7.2511998237975153e-04   1.4676341288115057e-03   1.3710945364140612e-03   2.6753391059930622e-04   7.2513800796052716e-04   1.4674632648475254e-03   1.3711078844868647e-03   1.5241982148752540e-04   6.5379622855146822e-04   5.9962606217819393e-04   2.7547330625843532e-04   2.5334881222812886e-05   1.7423785744258104e-04   2.2231997598749529e-04   6.6388255210959510e-04   1.5183534907254234e-04   6.5701697502135604e-04   6.0340119587714094e-04   2.8650681734268774e-04   2.5338319906214380e-05   1.7416700282772915e-04   2.2370256729389019e-04   6.6810623332493242e-04
